Bremen,13.603480993928208
Wiesbaden,0.6820932365097345
Köln,5.1491469573617765
Kassel,-0.5201263719771347
München,4.071207949556802
Köln,-38.16287776738109
Hamburg,37.50814856833612
Kassel,4.445138888138677
München,29.22200681877635
Kassel,-16.792885464456408
Berlin,12.723599250048714
München,39.19655363324227
Bremen,-2.763710668265606
Dresden,35.78387305243986
Kassel,7.75890041307826
Berlin,-23.255682901027747
Wiesbaden,4.24383118351172
Frankfurt,-18.782104892087922
München,25.14303395229186
Kassel,1.7880912053021945
Hamburg,-22.796656898469088
Berlin,36.16738853138595
Dresden,-3.86725091593647
Dresden,-16.991132239917924
Kassel,-15.75632022443418
Bremen,20.305982006540475
Bremen,-27.394472493944193
Hamburg,9.55268824152696
Leipzig,56.95064344119398
Leipzig,18.644184457668793
Kassel,-7.786493364620114
Leipzig,11.327710174939016
München,-31.894450137126384
Frankfurt,20.504760011174316
Köln,21.400169023226542
München,22.502581656893724
Frankfurt,-15.553859232179157
Leipzig,10.967644300615481
München,30.734445543864695
Kassel,5.895286923743613
Düsseldorf,12.870017881770384
Berlin,-1.1910287912436583
Hamburg,-13.771812973465515
Frankfurt,28.599346924932544
Köln,-35.02802659881557
Wiesbaden,24.595027257541254
München,3.1895703694947386
Leipzig,15.510554866944679
Bremen,5.891700179650233
Dresden,7.768021864698731
Berlin,10.557620729648983
Wiesbaden,16.55875840697404
München,-9.210364651795494
Wiesbaden,16.543885138606367
Leipzig,17.920396775682022
Köln,27.703432639554233
Düsseldorf,25.834080300699434
Kassel,59.31948291328374
Frankfurt,56.53076824972328
Düsseldorf,-13.304069028184735
Köln,30.300819934709246
Dresden,-8.930362875937405
Kassel,43.0939205460761
Düsseldorf,-0.7344254882736916
München,12.907687995221895
Bremen,9.581991046749755
Wiesbaden,14.99014022231423
Dresden,12.504010487564294
Köln,30.313275011441462
München,-0.42114958799658275
Bremen,35.704826125439226
Wiesbaden,17.788724315677634
München,17.947456456863897
München,25.79149813465174
